row_id,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
1080,foxbusiness,AA-204-LAX-MCO,11:25 p.m.,11:25 p.m. (Estimated),6:43 a.m.,
1081,foxbusiness,UA-414-LAX-SFO,6:00aDec 1,5:56aDec 1,7:16 a.m.,7:17 a.m.
1083,foxbusiness,UA-2726-FLL-PHL,4:00 p.m. Delayed,Not Available,,6:28 p.m.
1101,foxbusiness,AA-1279-DFW-PHX,1:00 p.m.,1:43 p.m. (Estimated runway),2:35 p.m.,3:17 p.m.
1102,foxbusiness,UA-854-SFO-IAH,7:53 a.m.,7:49aDec 1,,1:30 p.m.
1104,foxbusiness,AA-4344-ORD-DTW,11:45 a.m.,12:13 p.m. (Estimated),2:00 p.m. Dec 02,2:10 p.m. (Estimated)
1108,foxbusiness,CO-47-IAH-LAX,7:10 p.m. (Estimated),8:36 p.m.,8:56 p.m. (Estimated),9:39 p.m.
1120,foxbusiness,AA-1007-MIA-PHX,,5:08 p.m.,8:05 p.m.,7:55 p.m.
1125,foxbusiness,UA-2515-DFW-CLT,7:05 a.m.,7:26 a.m.,10:20 a.m.,10:47aDec 1
1130,foxbusiness,AA-1522-SFO-ORD,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
1136,foxbusiness,UA-3373-IAD-PHL,8:29 a.m.,8:26 a.m.,9:24aDec 1,9:14 a.m.
1138,foxbusiness,CO-1250-MIA-IAH,2:53 p.m.,3:01 p.m.,4:48 p.m.,4:59 p.m.
1141,foxbusiness,CO-4888-IAH-DAL,5:30 p.m.,5:30 p.m.,Not Available,6:40 p.m.
1142,foxbusiness,UA-858-PVG-SFO,1:45 p.m.,1:32 p.m.,,8:02aDec 1
1143,foxbusiness,UA-2704-DTW-PHX,11:15 a.m.,11:33 a.m.,,1:32 p.m.
1144,foxbusiness,AA-3063-SLC-LAX,,8:39 p.m. (Estimated),9:20 p.m. Dec 02,9:20 p.m.
1145,foxbusiness,UA-2708-EWR-CLT,2:55 p.m.,,4:53 p.m.,4:44 p.m.
1153,foxbusiness,UA-37-EDI-EWR,9:05 a.m.,8:52 a.m.,,12:09 p.m.
1155,foxbusiness,AA-415-BOS-ORD,8:35 a.m.,8:56 a.m.,10:40aDec 1,10:16aDec 1
1162,foxbusiness,CO-50-CLE-EWR,,3:31 p.m.,4:49 p.m.,5:26 p.m. (Estimated)
1172,usatoday,CO-1586-IAH-MCO,7:00 p.m. (Estimated),7:14 p.m. (Estimated),10:08 p.m.,10:29 p.m.
1175,usatoday,UA-414-LAX-SFO,6:00aDec 1,6:00 a.m.,7:13 a.m.,7:10 a.m.
1186,usatoday,UA-382-IAD-LAX,12:16 p.m.,12:56 p.m.,,3:21 p.m.
1189,usatoday,UA-248-PHX-ORD,,1:32 p.m. (Estimated),5:15 p.m.,Not Available
1193,usatoday,UA-843-LAX-ORD,,2:10 p.m. (Estimated runway),,7:58 p.m. (Estimated)
1203,usatoday,UA-6273-YYC-SFO,,7:27aDec 1,9:19 a.m.,9:00aDec 1
1208,usatoday,UA-1500-IAH-GUA,,9:16aDec 1,11:45 a.m.,11:49 a.m.
1224,myrateplan,CO-1586-IAH-MCO,7:00 p.m. Dec 02,7:14 p.m.,10:15 p.m.,10:29 p.m.
1226,myrateplan,UA-397-JFK-SFO,8:00 a.m.,8:29 a.m.,11:55 a.m.,11:58 a.m.
1227,myrateplan,UA-3925-IAD-ORF,8:34 a.m.,8:42 a.m.,Not Available,9:43 a.m.
1231,myrateplan,AA-1544-SAN-ORD,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:57 p.m.
1232,myrateplan,UA-5487-SFO-MRY,10:39 a.m.,10:33 a.m.,11:05 a.m.,11:21 a.m.
1235,myrateplan,CO-1614-LAX-IAH,12:30 a.m.,12:41 a.m.,5:35 a.m.,5:26 a.m.
1243,myrateplan,AA-1886-BOS-MIA,,10:55 a.m.,2:20 p.m.,1:40 p.m. (Estimated runway)
1246,myrateplan,UA-2314-ATL-PHL,,Not Available,5:00 p.m. Dec 02,4:47 p.m.
1248,myrateplan,CO-1023-IAH-DEN,,11:56 a.m.,1:17 p.m.,1:14 p.m.
1252,myrateplan,CO-1088-CLE-IAH,8:40 a.m.,8:40 a.m.,10:54aDec 1,10:56aDec 1
1262,myrateplan,AA-2050-ORD-MIA,10:40aDec 1,11:05 a.m.,2:45 p.m.,2:47 p.m.
1263,myrateplan,UA-248-PHX-ORD,12:57 p.m.,1:43 p.m.,5:15 p.m. Dec 02,5:34 p.m.
1265,myrateplan,AA-1434-DFW-MCO,7:06 a.m.,7:21 a.m.,,10:36 a.m.
1266,myrateplan,AA-1640-MIA-MCO,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m. (Estimated)
1267,myrateplan,AA-4307-ORD-DTW,6:45 p.m.,6:55 p.m. (Estimated),,8:53 p.m. (Estimated)
1277,myrateplan,UA-938-DEN-ORD,Not Available,4:15 p.m.,7:35 p.m.,7:33 p.m.
1278,myrateplan,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:30 p.m.,9:53 p.m.
1280,myrateplan,UA-2515-DFW-CLT,7:05 a.m.,7:05 a.m.,10:31 a.m.,10:47aDec 1
1282,myrateplan,UA-664-ORD-PHL,1:31pmDec 1,Not Available,4:31 p.m.,4:23 p.m. (Estimated)
1286,myrateplan,UA-233-LAX-JFK,4:25pm,4:25 p.m. (Estimated),12:17 a.m.,12:29 a.m. (Estimated)
1292,myrateplan,AA-649-ORD-SNA,1:30 p.m.,1:30 p.m.,3:50 p.m.,3:50 p.m. (Estimated runway)
1297,myrateplan,UA-858-PVG-SFO,1:45 p.m.,1:32 p.m.,8:27aDec 1,7:59 a.m.
1300,myrateplan,UA-2708-EWR-CLT,,3:00 p.m. (Estimated runway),,
1301,myrateplan,UA-62-IAH-EWR,2:30pm,2:48 p.m.,7:00 p.m. Dec 02,7:02 p.m.
1306,myrateplan,AA-4277-CVG-JFK,,12:10 p.m. (Estimated),,1:43 p.m. (Estimated runway)
1314,myrateplan,AA-271-MIA-LAX,,11:52 a.m.,2:25 p.m.,2:27 p.m.
1318,myrateplan,AA-404-MIA-MCO,,6:58 a.m.,7:45 a.m.,7:40 a.m.
1319,myrateplan,CO-45-EWR-MIA,4:00 p.m.,Not Available,7:05 p.m.,
1337,orbitz,CO-52-IAH-LAX,7:35aDec 1,7:29 a.m.,9:21 a.m.,9:14 a.m.
1340,orbitz,UA-3515-IAD-MSP,8:15 a.m.,8:12aDec 1,10:06 a.m.,9:44 a.m.
1346,orbitz,UA-2314-ATL-PHL,2:55 p.m. (Estimated),3:18 p.m.,Not Available,4:43 p.m.
1347,orbitz,AA-446-DFW-PHL,12:00p.m. Fri 01-Dec-2017,12:12 p.m. (Estimated),3:50 p.m.,4:10 p.m.
1349,orbitz,AA-466-IAH-MIA,6:00 a.m.,6:08aDec 1,9:00 a.m.,9:05 a.m.
1361,orbitz,CO-47-IAH-LAX,7:10 p.m.,8:25 p.m. (Estimated),8:56 p.m.,9:52 p.m.
1372,orbitz,AA-643-MIA-ORD,7:10 a.m.,7:48 a.m.,9:35 a.m.,9:31 a.m.
1383,orbitz,AA-1522-SFO-ORD,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
1385,orbitz,AA-3823-LAX-DEN,9:00 p.m. (Estimated),9:00 p.m.,12:15 a.m. Dec 02,
1411,orbitz,AA-3786-IAH-ORD,4:00 p.m.,4:12 p.m.,6:40 p.m.,Contact Airline
1416,orbitz,AA-4198-ORD-CLE,10:40 a.m.,10:54 a.m.,12:55 p.m. Dec 02,12:50 p.m.
1419,orbitz,AA-3809-PHX-LAX,6:00 a.m.,6:10aDec 1,6:40 a.m.,6:18 a.m.
1420,orbitz,AA-59-JFK-SFO,,7:39 a.m.,10:45 a.m.,11:01 a.m.
1423,phl,UA-3373-IAD-PHL,8:29 a.m.,8:26 a.m.,9:24aDec 1,9:13 a.m.
1461,ifly,AA-3823-LAX-DEN,9:00 p.m. (Estimated),9:00 p.m. (Estimated),12:15 a.m.,12:15 a.m. (Estimated)
1483,sfo,AA-431-MIA-SFO,8:29 a.m.,8:51 a.m.,,11:44 a.m.
1486,sfo,UA-414-LAX-SFO,6:00 a.m.,5:56 a.m.,7:23 a.m.,7:17aDec 1
1490,flytecomm,UA-397-JFK-SFO,8:00aDec 1,8:29 a.m.,11:55 a.m.,11:58aDec 1
1492,flytecomm,AA-1733-ORD-PHX,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m. (Estimated)
1493,flytecomm,UA-2830-MCO-CLT,3:27 p.m.,3:27 p.m.,,5:17 p.m.
1500,flytecomm,UA-2726-FLL-PHL,4:00 p.m. (Estimated),Not Available,6:46 p.m.,6:19 p.m.
1505,flytecomm,AA-3468-CVG-MIA,7:00aDec 1,7:25aDec 1,9:55 a.m.,9:45 a.m.
1510,flytecomm,UA-2314-ATL-PHL,2:55 p.m.,2:55 p.m.,5:00 p.m.,4:47 p.m. (Estimated)
1514,flytecomm,UA-3050-PHX-CLT,11:05 a.m.,11:30 a.m.,4:57 p.m.,5:05 p.m.
1519,flytecomm,UA-854-SFO-IAH,7:53 a.m.,7:49 a.m.,1:39 p.m.,1:23 p.m.
1520,flytecomm,UA-382-IAD-LAX,12:30 p.m.,12:35 p.m.,3:19 p.m.,3:17 p.m.
1523,flytecomm,UA-2945-PHL-CLT,12:00 a.m.,3:11 a.m.,1:45 p.m.,1:15 p.m.
1527,flytecomm,UA-248-PHX-ORD,12:57 p.m.,1:32 p.m. (Estimated),Not Available,5:34 p.m.
1530,flytecomm,AA-1640-MIA-MCO,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
1533,flytecomm,CO-1694-LAX-IAH,7:15 p.m.,7:15 p.m.,12:21 a.m.,12:21 a.m.
1543,flytecomm,CO-16-LAX-EWR,10:25 a.m.,10:20 a.m.,6:44 p.m.,6:34 p.m.
1545,flytecomm,AA-400-DFW-JFK,10:40 a.m.,11:01 a.m.,2:59 p.m.,3:04 p.m.
1546,flytecomm,UA-664-ORD-PHL,1:33 p.m.,1:31 p.m.,4:31 p.m.,4:23 p.m.
1549,flytecomm,AA-1522-SFO-ORD,11:55 p.m. Dec 02,11:55 p.m.,5:50 a.m.,
1554,flytecomm,AA-431-MIA-SFO,8:35 a.m.,8:51aDec 1,11:50aDec 1,11:39 a.m.
1556,flytecomm,AA-649-ORD-SNA,1:30 p.m.,1:30 p.m.,3:50 p.m. (Estimated),3:44 p.m.
1558,flytecomm,UA-6273-YYC-SFO,7:35 a.m.,7:27 a.m.,9:43aDec 1,8:43 a.m.
1561,flytecomm,UA-858-PVG-SFO,1:45 p.m. (Estimated),2:09 p.m.,8:27 a.m.,8:00 a.m.
1578,flytecomm,AA-271-MIA-LAX,11:35 a.m.,11:52 a.m.,2:25 p.m.,
1592,mytripandmore,UA-5487-SFO-MRY,10:39 a.m.,10:33 a.m.,11:19 a.m.,11:21aDec 1
1593,mytripandmore,AA-204-LAX-MCO,11:25 p.m.,11:25 p.m.,6:55 a.m.,6:55aDec 2
1597,mytripandmore,AA-3468-CVG-MIA,,7:25aDec 1,9:55 a.m.,Not Available
1600,mytripandmore,AA-466-IAH-MIA,6:00 a.m.,6:08aDec 1,9:20aDec 1,9:05 a.m.
1603,mytripandmore,AA-3979-CVG-ORD,7:30 a.m.,8:05 a.m.,8:00aDec 2,8:00 a.m.
1610,mytripandmore,AA-3842-MSP-ORD,6:00 a.m.,6:56 a.m.,7:30 a.m.,7:51 a.m.
1616,mytripandmore,AA-4307-ORD-DTW,6:45 p.m. (Estimated),6:55 p.m.,9:10 p.m.,8:53 p.m.
1619,mytripandmore,AA-2312-DFW-DTW,8:25 p.m.,8:25 p.m.,11:50 p.m.,11:50 p.m. (Estimated)
1625,mytripandmore,UA-828-SFO-ORD,11:08 p.m.,11:08 p.m. (Estimated),5:11 a.m.,5:11 a.m. (Estimated)
1628,mytripandmore,UA-6273-YYC-SFO,7:35 a.m.,7:27aDec 1,,8:45aDec 1
1632,mytripandmore,AA-415-BOS-ORD,8:35 a.m.,8:56 a.m.,10:40aDec 1,10:16 a.m.
1636,mytripandmore,AA-404-MIA-MCO,,6:57 a.m.,7:25 a.m.,7:40 a.m.
1638,ord,AA-3842-MSP-ORD,6:00 a.m.,6:57 a.m.,7:30 a.m.,7:51 a.m.
1643,ord,UA-938-DEN-ORD,4:16 p.m. (Estimated),4:30 p.m.,7:35 p.m. Dec 02,7:36 p.m.
1651,ord,AA-1544-SAN-ORD,11:25aDec 1,11:40 a.m.,,4:39 p.m.
1657,ord,UA-248-PHX-ORD,12:57 p.m.,1:32 p.m.,,5:34 p.m.
1667,wunderground,UA-2726-FLL-PHL,,Not Available,6:46 p.m.,6:28 p.m. (Estimated)
1672,wunderground,AA-446-DFW-PHL,11:50aDec 1,12:13 p.m.,3:50 p.m. (Estimated),
1690,wunderground,AA-4330-CVG-ORD,Not Available,3:37 p.m.,4:00 p.m.,3:30 p.m.
1693,wunderground,AA-4307-ORD-DTW,6:45 p.m. (Estimated),6:55 p.m. (Estimated),9:10 p.m.,8:54 p.m.
1701,wunderground,AA-1221-MCO-ORD,8:00 p.m. (Estimated),8:23 p.m.,9:45 p.m. Dec 02,9:54 p.m.
1706,wunderground,AA-3823-LAX-DEN,9:00 p.m. (Estimated runway),,12:15 a.m.,12:15 a.m. (Estimated)
1710,wunderground,AA-649-ORD-SNA,1:30 p.m.,1:30 p.m.,3:40 p.m.,3:50 p.m.
1711,wunderground,UA-828-SFO-ORD,11:08 p.m. Dec 02,11:08 p.m.,5:01 a.m.,5:11 a.m.
1713,wunderground,AA-3063-SLC-LAX,8:20 p.m.,8:39 p.m.,,9:20 p.m. (Estimated)
1762,flylouisville,UA-3925-IAD-ORF,8:41aDec 1,8:42 a.m.,9:54 a.m.,9:56 a.m.
1763,flylouisville,AA-1733-ORD-PHX,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
1769,flylouisville,UA-414-LAX-SFO,6:00 a.m.,5:56 a.m.,7:23aDec 2,7:17aDec 1
1770,flylouisville,CO-1614-LAX-IAH,12:30 a.m.,12:41aDec 1,5:35 a.m. Dec 02,5:26 a.m.
1771,flylouisville,UA-2726-FLL-PHL,4:00 p.m.,Not Available,6:38 p.m.,
1772,flylouisville,CO-52-IAH-LAX,7:29 a.m.,7:29aDec 1,,9:14aDec 1
1773,flylouisville,CO-1090-BOS-IAH,9:45 a.m.,10:19 a.m.,,1:19 p.m. (Estimated)
1779,flylouisville,CO-62-IAH-EWR,Not Available,2:48 p.m. (Estimated),,7:10 p.m.
1786,flylouisville,CO-89-IAH-EWR,6:00 a.m.,6:03 a.m.,10:20aDec 2,10:27 a.m.
1789,flylouisville,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,Not Available,3:19 p.m.
1812,flylouisville,CO-16-LAX-EWR,10:25 a.m.,10:20 a.m.,6:35 p.m.,6:34 p.m.
1813,flylouisville,UA-2515-DFW-CLT,7:05 a.m.,7:26 a.m.,10:31 a.m.,10:47 a.m.
1814,flylouisville,AA-400-DFW-JFK,10:40 a.m.,11:01 a.m.,2:59 p.m.,3:04 p.m.
1820,flylouisville,AA-3823-LAX-DEN,9:00 p.m.,,12:15 a.m.,
1824,flylouisville,UA-3373-IAD-PHL,8:29aDec 1,8:37 a.m.,9:24 a.m.,9:12 a.m.
1827,flylouisville,UA-6273-YYC-SFO,7:35aDec 1,Contact Airline,9:43 a.m.,8:45 a.m.
1829,flylouisville,CO-4888-IAH-DAL,5:16 p.m.,,6:30 p.m.,
1830,flylouisville,UA-858-PVG-SFO,1:45 p.m. (Estimated),1:32 p.m.,8:08 a.m.,8:02 a.m.
1863,quicktrip,AA-1733-ORD-PHX,7:45 p.m.,7:58 p.m.,,10:28 p.m.
1889,quicktrip,AA-1279-DFW-PHX,,1:51 p.m. (Estimated runway),2:35 p.m. (Estimated runway),3:23 p.m.
1894,quicktrip,CO-47-IAH-LAX,7:10 p.m.,8:25 p.m. (Estimated),,9:52 p.m.
1918,quicktrip,AA-1522-SFO-ORD,11:55 p.m. (Dec 01),11:55 p.m. (Estimated),5:50 a.m.,5:50 a.m.
1950,allegiantair,AA-3859-IAH-ORD,7:10 a.m.,7:16 a.m.,9:40 a.m.,9:32 a.m.
1961,allegiantair,UA-414-LAX-SFO,6:06 a.m.,6:00 a.m.,7:23 a.m.,7:14 a.m.
1966,allegiantair,AA-616-DFW-DTW,9:05aDec 1,9:48aDec 1,,1:17 p.m.
1967,allegiantair,UA-3515-IAD-MSP,8:15aDec 1,8:13 a.m.,10:06 a.m.,9:56 a.m.
1971,allegiantair,CO-62-IAH-EWR,,2:48 p.m.,7:03 p.m.,7:10 p.m.
1972,allegiantair,CO-1561-PHX-IAH,8:05aDec 1,8:01 a.m.,11:35 a.m.,11:32aDec 1
1981,allegiantair,AA-1279-DFW-PHX,,1:41 p.m.,2:35 p.m.,3:14 p.m.
1982,allegiantair,UA-854-SFO-IAH,7:53 a.m.,7:49 a.m.,1:39 p.m. (Estimated),1:30 p.m. (Estimated)
1987,allegiantair,CO-63-EWR-IAH,5:25pDec 1,5:22 p.m. (Estimated),8:22 p.m.,8:03 p.m.
1995,allegiantair,CO-1694-LAX-IAH,7:15 p.m. (Estimated),,12:21 a.m.,12:21 a.m. Dec 02
1998,allegiantair,AA-3842-MSP-ORD,,6:56aDec 1,7:30 a.m.,7:50 a.m.
2000,allegiantair,AA-1007-MIA-PHX,,5:09 p.m.,8:05 p.m.,7:55 p.m.
2004,allegiantair,CO-16-LAX-EWR,10:25aDec 1,10:39 a.m.,6:44 p.m. Dec 02,6:45 p.m.
2007,allegiantair,UA-664-ORD-PHL,1:31 p.m. (Estimated),1:31aDec 1,4:31 p.m.,4:20 p.m.
2008,allegiantair,AA-3756-ORD-SLC,12:15 p.m.,12:41 p.m.,2:45 p.m. Dec 02,2:50 p.m. (Estimated runway)
2015,allegiantair,AA-431-MIA-SFO,8:35 a.m.,8:51 a.m.,11:50 a.m.,11:44 a.m.
2022,allegiantair,UA-858-PVG-SFO,,2:01 p.m.,8:09 a.m.,8:00 a.m.
2024,allegiantair,AA-3063-SLC-LAX,8:01 p.m.,8:39 p.m.,,9:20 p.m.
2025,allegiantair,UA-2708-EWR-CLT,2:55 p.m. (Estimated),Not Available,4:53 p.m.,4:44pDec 1
2045,allegiantair,AA-404-MIA-MCO,6:45aDec 1,6:57 a.m.,7:45 a.m.,7:40 a.m.
2054,businesstravellogue,UA-3925-IAD-ORF,8:41 a.m.,8:42 a.m.,9:54 a.m.,9:43 a.m.
2055,businesstravellogue,AA-1733-ORD-PHX,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
2058,businesstravellogue,CO-58-DEN-IAH,11:25 a.m.,11:32 a.m.,2:50 p.m.,3:31 p.m.
2073,businesstravellogue,UA-2314-ATL-PHL,2:55 p.m.,2:55 p.m.,5:00 p.m.,Not Available
2083,businesstravellogue,UA-382-IAD-LAX,12:30 p.m.,12:35 p.m.,3:19 p.m.,3:21 p.m.
2090,businesstravellogue,UA-248-PHX-ORD,12:57 p.m.,1:32 p.m.,5:15 p.m.,5:34 p.m.
2095,businesstravellogue,CO-1694-LAX-IAH,7:15 p.m.,7:15 p.m.,12:21 a.m.,12:21 a.m.
2104,businesstravellogue,CO-16-LAX-EWR,10:25aDec 1,10:20 a.m.,6:44 p.m.,6:34 p.m.
2105,businesstravellogue,UA-2515-DFW-CLT,7:05 a.m.,7:05 a.m.,10:31 a.m.,10:45 a.m.
2111,businesstravellogue,UA-233-LAX-JFK,4:25 p.m.,4:25 p.m.,12:29 a.m.,12:29 a.m.
2112,businesstravellogue,AA-3823-LAX-DEN,9:00 p.m.,9:00 p.m.,12:15 a.m.,12:15 a.m.
2118,businesstravellogue,CO-1250-MIA-IAH,2:53 p.m.,3:01 p.m.,4:48 p.m.,4:59 p.m.
2142,businesstravellogue,CO-50-CLE-EWR,2:55 p.m. (Estimated),3:31 p.m.,4:49 p.m.,5:26 p.m.
2150,den,CO-58-DEN-IAH,11:25 a.m.,11:32 a.m.,2:50 p.m.,3:29 p.m.
2169,gofox,CO-52-IAH-LAX,7:35 a.m.,7:29 a.m.,9:21 a.m.,9:14 a.m.
2175,gofox,AA-1886-BOS-MIA,10:45aDec 1,10:55 a.m.,2:20 p.m.,1:40 p.m.
2182,gofox,UA-3050-PHX-CLT,11:05 a.m.,11:30 a.m.,4:57 p.m.,5:05 p.m.
2183,gofox,CO-89-IAH-EWR,6:00 a.m.,6:02 a.m.,10:20aDec 1,10:27 a.m.
2184,gofox,CO-1088-CLE-IAH,8:40 a.m.,8:40 a.m.,10:54 a.m.,11:00 a.m. (Estimated runway)
2188,gofox,UA-382-IAD-LAX,12:30 p.m.,12:35 p.m. (Estimated runway),3:05 p.m.,3:21 p.m.
2193,gofox,CO-47-IAH-LAX,7:10 p.m.,8:25 p.m.,8:56 p.m.,9:52 p.m.
2199,gofox,AA-4307-ORD-DTW,6:43 p.m.,6:55 p.m.,9:10 p.m.,8:53 p.m.
2205,gofox,AA-1007-MIA-PHX,,5:09 p.m.,8:05 p.m.,7:55 p.m.
2210,gofox,UA-2515-DFW-CLT,7:16 a.m.,7:05 a.m.,10:31 a.m.,10:39 a.m.
2213,gofox,AA-3756-ORD-SLC,12:15 p.m.,12:41pDec 1,2:45 p.m.,2:50 p.m.
2215,gofox,AA-1522-SFO-ORD,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m. (Estimated runway)
2240,gofox,AA-415-BOS-ORD,8:29 a.m.,8:56 a.m.,10:40 a.m.,10:16 a.m.
2242,gofox,AA-3979-CVG-ORD,7:30 a.m.,8:05 a.m.,,8:06 a.m.
2243,gofox,AA-1544-SAN-ORD,11:25aDec 1,11:41aDec 1,5:25 p.m. Dec 02,4:57 p.m.
2250,gofox,AA-404-MIA-MCO,6:45aDec 1,6:57 a.m.,7:45 a.m.,7:40 a.m.
2269,flightaware,UA-3050-PHX-CLT,11:05 a.m.,11:30 a.m.,4:57 p.m.,4:55 p.m.
2280,flightaware,AA-2525-DFW-MIA,7:25 a.m.,7:39 a.m.,11:10 a.m.,11:06 a.m.
2286,flightaware,AA-1640-MIA-MCO,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
2287,flightaware,AA-4307-ORD-DTW,6:45 p.m.,6:55 p.m.,9:10 p.m.,8:48 p.m.
2288,flightaware,AA-3-JFK-LAX,11:55 a.m.,12:11 p.m.,3:15 p.m.,3:16 p.m.
2299,flightaware,UA-233-LAX-JFK,4:25 p.m.,4:25 p.m.,12:29 a.m.,
2305,flightaware,UA-828-SFO-ORD,11:08 p.m.,11:08 p.m.,5:11 a.m.,5:11 a.m.
2306,flightaware,CO-4888-IAH-DAL,5:30 p.m.,5:30 p.m.,6:30 p.m.,6:51 p.m.
2307,flightaware,AA-3063-SLC-LAX,8:00 p.m.,8:39 p.m. (Estimated),9:20 p.m.,9:20 p.m.
2324,world-flight-tracker,AA-1733-ORD-PHX,7:45 p.m. Dec 02,7:58 p.m.,10:30 p.m.,10:30 p.m.
2357,world-flight-tracker,AA-3823-LAX-DEN,9:00 p.m.,9:00 p.m. (Estimated),12:15 a.m.,12:15 a.m.
