row_id,Id,Name,Year,Release Date,Director,Creator,Actors,Cast,Language,Country,Duration,RatingValue,RatingCount,ReviewCount,Genre,Filming Locations,Description
1391,tt0000754,Romeo and Juliet,1908,6 June 1908 (USA),J. Stuart Blackton,William Shakespeare,"Paul Panzer,Florence Lawrence,John G. Adolfi","Paul Panzer,Florence Lawrence,John G. Adolfi,Josephine Atkinson,Louise Carver,Charles Chapman,Gladys Hulette,Charles Kent,William V. Ranous,William Shea,Harry Solter,Florence Turner",English,USA,,7.0,31.0,,"Short,Drama,Romance","Central Park, Manhattan, New York City, New York, USA",Two feuding houses are united with the marriage and eventual death of their children.
1392,tt0084855,The Verdict,1982,17 December 1982 (USA),Sidney Lumet,"Barry Reed,David Mamet","Paul Newman,Charlotte Rampling,Jack Warden","Paul Newman,Charlotte Rampling,Jack Warden,James Mason,Milo O'Shea,Lindsay Crouse,Edward Binns,Julie Bovasso,Roxanne Hart,James Handy,Wesley Addy,Joe Seneca,Lewis J. Stadlen,Kent Broadhurst,Colin Stinton",English,USA,129 min,7.8,24346.0,"146 user,73 critic",Drama,"Kaufman Astoria Studios - 3412 36th Street, Astoria, Queens, New York City, New York, USA",A lawyer sees the chance to salvage his career and self-respect by taking a medical malpractice case to trial rather than settling.
1413,tt0415306,Talladega Nights: The Ballad of Ricky Bobby,2006,4 August 2006 (USA),Adam McKay,"Will Ferrell,Adam McKay","Will Ferrell,John C. Reilly,Sacha Baron Cohen","Will Ferrell,John C. Reilly,Sacha Baron Cohen,Gary Cole,Michael Clarke Duncan,Leslie Bibb,Jane Lynch,Amy Adams,Andy Richter,Molly Shannon,Greg Germann,David Koechner,Jack McBrayer,Ian Roberts,Pat Hingle","English,French",USA,108 min,6.5,120793.0,"432 user,163 critic","Action,Comedy,Sport","Charlotte Motor Speedway, Speedway Parkway, Concord, North Carolina, USA","#1 NASCAR driver Ricky Bobby stays atop the heap thanks to a pact with his best friend and teammate, Cal Naughton, Jr. But when a French Formula One driver, makes his way up the ladder, Ricky Bobby's talent and devotion are put to the test."
1418,tt0481369,The Number 23,2007,23 February 2007 (USA),Joel Schumacher,Fernley Phillips,"Jim Carrey,Virginia Madsen,Logan Lerman","Jim Carrey,Virginia Madsen,Logan Lerman,Danny Huston,Lynn Collins,Rhona Mitra,Michelle Arthur,Mark Pellegrino,Paul Butcher,David Stifel,Corey Stoll,Ed Lauter,Troy Kotsur,Walter Soo Hoo,Patricia Belcher","English,Chinese","USA,Germany",101 min,6.4,156330.0,"380 user,224 critic","Drama,Mystery,Thriller","Pasadena, California, USA","Walter Sparrow becomes obsessed with a novel that he believes was written about him. As his obsession increases, more and more similarities seem to arise."
1429,tt0443536,Hoodwinked!,2005,13 January 2006 (USA),"Cory Edwards,Todd Edwards","Cory Edwards,Todd Edwards","Anne Hathaway,Glenn Close,Patrick Warburton","Anne Hathaway,Glenn Close,James Belushi,Patrick Warburton,Anthony Anderson,David Ogden Stiers,Xzibit,Chazz Palminteri,Andy Dick,Cory Edwards,Benjy Gaither,Ken Marino,Tom Kenny,Preston Stutzman,Tony Leech",English,USA,80 min,6.6,43498.0,"244 user,142 critic","Animation,Comedy,Family",,"The candy recipes of the goody shops have been stolen by the Goody Bandit, and many animals are out of business. While the police are chasing the criminal, there is a mess at Granny's house..."
1483,tt2017486,Closer to the Moon,2014,17 April 2015 (USA),Nae Caranfil,Nae Caranfil,"Vera Farmiga,Mark Strong,Harry Lloyd","Vera Farmiga,Mark Strong,Harry Lloyd,Martin Hancock,Monica Barladeanu,Anton Lesser,Joe Armstrong,Christian McKay,John Henshaw,Allan Corduner,Paul Jesson,Andrew Buckley,Gwyneth Keyworth,Tim Plester,Martin McDougall",English,"Romania,USA,Italy,Poland,France",112 min,7.4,1962.0,"8 user,16 critic","Comedy,Drama",Romania,A Romanian police officer teams up with a small crew of old friends from the World War II Jewish Resistance to pull off a heist by convincing everyone at the scene of the crime that they are only filming a movie.
1518,tt0479500,Nancy Drew,2007,15 June 2007 (USA),Andrew Fleming,"Andrew Fleming,Tiffany Paulsen","Emma Roberts,Tate Donovan,Max Thieriot","Emma Roberts,Craig Gellis,Rich Cooper,Max Thieriot,Amy Bruckner,Kay Panabaker,Cliff Bemis,Tate Donovan,David Doty,Laura Harring,Pat Carroll,Monica Parker,Caroline Aaron,Marshall Bell,Daniella Monet",English,USA,99 min,5.9,15093.0,"100 user,93 critic","Comedy,Crime,Family","1102 Del Rey Avenue, Pasadena, California, USA","Teen detective Nancy Drew accompanies her father on a business trip to Los Angeles, where she happens upon clues to a murder mystery involving a movie star."
1531,tt0106400,The Beverly Hillbillies,1993,15 October 1993 (USA),Penelope Spheeris,"Paul Henning,Lawrence Konner","Diedrich Bader,Erika Eleniak,Jim Varney","Jim Varney,Diedrich Bader,Erika Eleniak,Cloris Leachman,Lily Tomlin,Lea Thompson,Dolly Parton,Rob Schneider,Dabney Coleman,Penny Fuller,Kevin Connolly,Linda Carlson,Lyman Ward,Leann Hunley,Ernie Lively",English,USA,92 min,4.8,13749.0,"64 user,15 critic","Comedy,Family","1400 Tower Grove Drive, Beverly Hills, California, USA","A feature adaptation of the classic TV show, when nice guy redneck Jed Clampett strikes it rich when he finds black oil, and moves he and his kin to posh Beverly Hills."
1539,tt0239395,Cats & Dogs,2001,4 July 2001 (USA),Lawrence Guterman,"John Requa,Glenn Ficarra","Alec Baldwin,Tobey Maguire,Jeff Goldblum","Jeff Goldblum,Elizabeth Perkins,Alexander Pollock,Miriam Margolyes,Myron Natwick,Doris Chillcott,Kirsten Robek,Frank C. Turner,Mar Andersons,Gillian Barber,Carol Ann Susi,Randi Kaplan,Mary Bogue,Alvin Sanders,Mark Schooley",English,"USA,Australia",87 min,5.2,43227.0,"234 user,104 critic","Action,Comedy,Family","Craigdarroch Castle, Victoria, British Columbia, Canada","A look at the top-secret, high-tech espionage war going on between cats and dogs, which their human owners are blissfully unaware of."
1540,tt1956620,Sex Tape,2014,18 July 2014 (USA),Jake Kasdan,"Kate Angelo,Jason Segel","Jason Segel,Cameron Diaz,Rob Corddry","Cameron Diaz,Jason Segel,Rob Corddry,Ellie Kemper,Rob Lowe,Nat Faxon,Nancy Lenehan,Giselle Eisenberg,Harrison Holzer,Sebastian Hedges Thomas,Timothy Brennen,Krisztina Koltai,Randall Park,Joe Stapleton,James Wilcox",English,USA,94 min,5.1,75167.0,"153 user,196 critic","Comedy,Romance","Tufts University - 169 Holland Street, Somerville, Massachusetts, USA","A married couple wake up to discover that the sex tape they made the evening before has gone missing, leading to a frantic search for its whereabouts."
1568,tt0181875,Almost Famous,2000,22 September 2000 (USA),Cameron Crowe,Cameron Crowe,"Billy Crudup,Patrick Fugit,Kate Hudson","Billy Crudup,Frances McDormand,Kate Hudson,Jason Lee,Patrick Fugit,Zooey Deschanel,Michael Angarano,Anna Paquin,Fairuza Balk,Noah Taylor,John Fedevich,Mark Kozelek,Philip Seymour Hoffman,Liz Stauber,Jimmy Fallon","English,French",USA,122 min,7.9,194449.0,"802 user,146 critic","Drama,Music,Romance","Roosevelt Hotel, Hollywood, California, USA",A high-school boy is given the chance to write a story for Rolling Stone Magazine about an up-and-coming rock band as he accompanies it on their concert tour.
1576,tt3090670,Advantageous,2015,23 June 2015 (USA),Jennifer Phang,"Jacqueline Kim,Jennifer Phang","Jacqueline Kim,James Urbaniak,Freya Adams","Jacqueline Kim,James Urbaniak,Freya Adams,Ken Jeong,Jennifer Ehle,Samantha Kim,Troi Zee,Olivia Horton,Jennifer Ikeda,Mercedes Griffeth,Sameerah Luqmaan-Harris,Theresa Navarro,Rex Lee,Jeanne Sakata,Matthew Kim","English,French",USA,90 min,6.3,1307.0,"28 user,12 critic","Drama,Family,Sci-Fi","New York City, New York, USA","In a near-future city where soaring opulence overshadows economic hardship, Gwen and her daughter Jules do all they can to hold on to their joy together, despite the instability surfacing in their world."
1606,tt2209764,Transcendence,2014,18 April 2014 (USA),Wally Pfister,Jack Paglen,"Johnny Depp,Rebecca Hall,Morgan Freeman","Johnny Depp,Rebecca Hall,Paul Bettany,Cillian Murphy,Kate Mara,Cole Hauser,Morgan Freeman,Clifton Collins Jr.,Cory Hardrict,Falk Hentschel,Josh Stewart,Luce Rains,Fernando Chien,Steven Liu,Xander Berkeley",English,"UK,China,USA",119 min,6.3,153533.0,"443 user,346 critic","Drama,Mystery,Romance","Los Angeles, California, USA","A scientist's drive for artificial intelligence, takes on dangerous implications when his consciousness is uploaded into one such program."
1614,tt0114048,Operation Dumbo Drop,1995,28 July 1995 (USA),Simon Wincer,"James Morris,Gene Quintano","Danny Glover,Ray Liotta,Denis Leary","Danny Glover,Ray Liotta,Denis Leary,Doug E. Doug,Corin Nemec,Dinh Thien Le,Tchéky Karyo,Hoang Ly,Vo Trung Anh,Marshall Bell,James Hong,Long Nguyen,Tim Kelleher,Scott N. Stevens,Kevin LaRosa","English,Vietnamese",USA,107 min,4.9,6625.0,"22 user,24 critic","Action,Adventure,Comedy","Chiang Mai, Thailand","To keep the loyalty of a village during the Vietnam war, a U.S. Army officer and his unit struggle to deliver it a live elephant."
1628,tt0104714,Lethal Weapon 3,1992,15 May 1992 (USA),Richard Donner,"Jeffrey Boam,Jeffrey Boam","Mel Gibson,Danny Glover,Joe Pesci","Mel Gibson,Danny Glover,Joe Pesci,Rene Russo,Stuart Wilson,Steve Kahan,Darlene Love,Traci Wolfe,Damon Hines,Ebonie Smith,Gregory Millar,Nick Chinlund,Jason Rainwater,Alan Scarfe,Delores Hall",English,USA,118 min,6.7,120871.0,"132 user,66 critic","Action,Crime,Thriller","Burbank, California, USA",Martin Riggs and Roger Murtaugh pursue an arms dealer who is a former LAPD officer.
1658,tt3057836,Documented,2013,21 June 2013 (USA),"Jose Antonio Vargas,Ann Raffaela Lupo",Jose Antonio Vargas,"Emelie Salinas,Leonila Salinas,Jose Antonio Vargas","Emelie Salinas,Leonila Salinas,Jose Antonio Vargas","English,Tagalog,Spanish","USA,Philippines",89 min,6.7,108.0,"2 user,10 critic","Documentary,Biography,Family",,"In 2011, Pulitzer Prize-winning journalist Jose Antonio Vargas outed himself as an undocumented immigrant in the New York Times Magazine. 'Documented' chronicles his journey to America from..."
1703,tt0118570,Air Bud,1997,1 August 1997 (USA),Charles Martin Smith,"Kevin DiCicco,Paul Tamasy","Michael Jeter,Kevin Zegers,Wendy Makkena","Michael Jeter,Kevin Zegers,Wendy Makkena,Bill Cobbs,Eric Christmas,Jay Brazeau,Nicola Cavendish,Brendan Fletcher,Norman Browning,Stephen E. Miller,Shayn Solberg,Chris Turner,Christine Kennedy,Frank C. Turner,Marion Dodd",English,"USA,Canada",98 min,5.1,12197.0,"32 user,35 critic","Comedy,Drama,Family","Lord Kitchener Elementary School, Vancouver, British Columbia, Canada","A young boy and a talented stray dog with an amazing basketball playing ability become instant friends. Rebounding from his father's accidental death, 12-year-old Josh Framm moves with his ..."
1783,tt1375666,Inception,2010,16 July 2010 (USA),Christopher Nolan,Christopher Nolan,"Leonardo DiCaprio,Joseph Gordon-Levitt,Ellen Page","Leonardo DiCaprio,Joseph Gordon-Levitt,Ellen Page,Tom Hardy,Ken Watanabe,Dileep Rao,Cillian Murphy,Tom Berenger,Marion Cotillard,Pete Postlethwaite,Michael Caine,Lukas Haas,Tai-Li Lee,Claire Geare,Magnus Nolan","English,Japanese,French","USA,UK",148 min,8.8,1306429.0,"2,703 user,629 critic","Action,Mystery,Sci-Fi","Bedfordshire, England, UK",A thief who steals corporate secrets through use of dream-sharing technology is given the inverse task of planting an idea into the mind of a CEO.
1821,tt1212436,The Back-up Plan,2010,23 April 2010 (USA),Alan Poul,Kate Angelo,"Jennifer Lopez,Alex O'Loughlin,Michaela Watkins","Jennifer Lopez,Alex O'Loughlin,Michaela Watkins,Eric Christian Olsen,Anthony Anderson,Noureen DeWulf,Melissa McCarthy,Tom Bosley,Maribeth Monroe,Danneel Ackles,Robert Klein,Linda Lavin,Carlease Burke,Amy Block,Jennifer Elise Cox",English,USA,104 min,5.3,38013.0,"96 user,147 critic","Comedy,Romance","21 W Dayton St, Pasadena, California, USA","A romantic comedy centered on a woman who conceives twins through artificial insemination, only to meet the man of her dreams on the very same day."
1883,tt1161864,The Rite,2011,28 January 2011 (USA),Mikael Håfström,"Michael Petroni,Matt Baglio","Colin O'Donoghue,Anthony Hopkins,Ciarán Hinds","Anthony Hopkins,Colin O'Donoghue,Alice Braga,Ciarán Hinds,Toby Jones,Rutger Hauer,Marta Gastini,Maria Grazia Cucinotta,Arianna Veronesi,Andrea Calligari,Chris Marquette,Torrey DeVitto,Ben Cheetham,Marija Karan,Rosa Pianeta","English,Welsh,Italian,Latin,Russian,Hungarian","USA,Hungary,Italy",114 min,6.0,71071.0,"195 user,262 critic","Drama,Horror,Mystery","Blue Island, Illinois, USA",An American seminary student travels to Italy to take an exorcism course.
1913,tt0036261,Phantom of the Opera,1943,27 August 1943 (USA),Arthur Lubin,"Eric Taylor,Samuel Hoffenstein","Nelson Eddy,Susanna Foster,Claude Rains","Nelson Eddy,Susanna Foster,Claude Rains,Edgar Barrier,Leo Carrillo,Jane Farrar,J. Edward Bromberg,Fritz Feld,Frank Puglia,Steven Geray,Barbara Everest,Hume Cronyn,Fritz Leiber,Nicki Andre,Gladys Blake",English,USA,92 min,6.5,4095.0,"74 user,41 critic","Drama,Horror,Music","Stage 28, Universal Studios - 100 Universal City Plaza, Universal City, California, USA",This is the story of a disfigured violinist who haunts the Paris Opera House
1925,tt0280969,My Little Eye,2002,4 October 2002 (UK),Marc Evans,"David Hilton,David Hilton","Sean Cw Johnson,Kris Lemche,Stephen O'Reilly","Sean Cw Johnson,Kris Lemche,Stephen O'Reilly,Laura Regan,Jennifer Sky,Bradley Cooper,Nick Mennell",English,"UK,USA,France,Canada",95 min,5.6,9975.0,"210 user,74 critic","Horror,Mystery,Thriller","Clementsport, Nova Scotia, Canada","Five young people apply to live in an isolated house together for six months whilst their every move is filmed by numerous cameras. Each has their reason for wanting to be there - fame, ..."
1987,tt0055031,Judgment at Nuremberg,1961,18 December 1961 (Sweden),Stanley Kramer,"Abby Mann,Abby Mann","Spencer Tracy,Burt Lancaster,Richard Widmark","Spencer Tracy,Burt Lancaster,Richard Widmark,Marlene Dietrich,Maximilian Schell,Judy Garland,Montgomery Clift,William Shatner,Werner Klemperer,Kenneth MacKenna,Torben Meyer,Joseph Bernard,Alan Baxter,Edward Binns,Virginia Christine","English,German",USA,186 min,8.3,38835.0,"170 user,71 critic","Drama,History,War","Tower of London, Backlot, Universal Studios - 100 Universal City Plaza, Universal City, California, USA","In 1948, an American court in occupied Germany tries four Nazi judges for war crimes."
2058,tt0082146,Caveman,1981,17 April 1981 (USA),Carl Gottlieb,"Rudy De Luca,Carl Gottlieb","Ringo Starr,Dennis Quaid,Shelley Long","Ringo Starr,Dennis Quaid,Shelley Long,Jack Gilford,Cork Hubbert,Mark King,Paco Morayta,Evan C. Kim,Ed Greenberg,Carl Lumbly,Jack Scalici,Erika Carlsson,Gigi Vorgan,Sara López Sierra,Esteban Valdez",English,USA,91 min,5.7,5398.0,"50 user,30 critic","Comedy,Sci-Fi","Durango, Mexico",A caveman seeks revenge on a much larger competitor for the hand of a beautiful cavewoman.
2083,tt0111282,Stargate,1994,28 October 1994 (USA),Roland Emmerich,"Dean Devlin,Roland Emmerich","Kurt Russell,James Spader,Jaye Davidson","Kurt Russell,James Spader,Jaye Davidson,Viveca Lindfors,Alexis Cruz,Mili Avital,Leon Rippy,John Diehl,Carlos Lauchu,Djimon Hounsou,Erick Avari,French Stewart,Gianin Loffler,Christopher John Fields,Derek Webster","English,Norwegian,Swedish","France,USA",121 min,7.0,141241.0,"246 user,90 critic","Action,Adventure,Sci-Fi","Ballroom, Park Plaza Hotel - 607 S. Park View Street, Los Angeles, California, USA","An interstellar teleportation device, found in Egypt, leads to a planet with humans resembling ancient Egyptians who worship the god Ra."
2119,tt0066831,Big Jake,1971,26 May 1971 (USA),"George Sherman,John Wayne","Harry Julian Fink,Rita M. Fink","John Wayne,Richard Boone,Maureen O'Hara","John Wayne,Richard Boone,Patrick Wayne,Christopher Mitchum,Bruce Cabot,Bobby Vinton,Glenn Corbett,John Doucette,Maureen O'Hara,Jim Davis,John Agar,Harry Carey Jr.,Gregg Palmer,Roy Jenson,Virginia Capers","English,Spanish","USA,Mexico",110 min,7.2,7305.0,"64 user,28 critic","Action,Crime,Drama","Rancho Marley, Durango, Mexico","In 1909, when John Fain's gang kidnaps Big Jake McCandles' grandson and hold him for ransom, Big Jake sets out to rescue the boy."
2120,tt1291150,Teenage Mutant Ninja Turtles,2014,8 August 2014 (USA),Jonathan Liebesman,"Josh Appelbaum,André Nemec","Megan Fox,Will Arnett,William Fichtner","Megan Fox,Will Arnett,William Fichtner,Alan Ritchson,Noel Fisher,Pete Ploszek,Johnny Knoxville,Jeremy Howard,Danny Woodburn,Tony Shalhoub,Tohoru Masamune,Whoopi Goldberg,Minae Noji,Abby Elliott,Madison Mason","English,Japanese",USA,101 min,5.9,146493.0,"469 user,337 critic","Action,Adventure,Comedy","New York City, New York, USA","When a kingpin threatens New York City, a group of mutated turtle warriors must emerge from the shadows to protect their home."
2145,tt0489099,Jumper,2008,14 February 2008 (USA),Doug Liman,"David S. Goyer,Jim Uhls","Hayden Christensen,Samuel L. Jackson,Jamie Bell","Hayden Christensen,Jamie Bell,Rachel Bilson,Diane Lane,Samuel L. Jackson,Michael Rooker,AnnaSophia Robb,Max Thieriot,Jesse James,Tom Hulce,Kristen Stewart,Teddy Dunn,Barbara Garrick,Michael Winther,Massimiliano Pazzaglia","English,Italian,Japanese,Mandarin","USA,Canada",88 min,6.1,228053.0,"482 user,236 critic","Action,Adventure,Sci-Fi","Ann Arbor, Michigan, USA",A teenager with teleportation abilities suddenly finds himself in the middle of an ancient war between those like him and their sworn annihilators.
2171,tt0472033,9,2009,9 September 2009 (USA),Shane Acker,"Pamela Pettler,Shane Acker","Elijah Wood,Jennifer Connelly,Crispin Glover","Christopher Plummer,Martin Landau,John C. Reilly,Crispin Glover,Jennifer Connelly,Fred Tatasciore,Elijah Wood,Alan Oppenheimer,Tom Kane,Helen Wilson",English,USA,79 min,7.1,103585.0,"241 user,259 critic","Animation,Action,Adventure","Attitude Studios, Luxembourg, Luxembourg",A rag doll that awakens in a postapocalyptic future holds the key to humanity's salvation.
2182,tt1821658,The Nut Job,2014,17 January 2014 (USA),Peter Lepeniotis,"Lorne Cameron,Peter Lepeniotis","Will Arnett,Brendan Fraser,Liam Neeson","Will Arnett,Brendan Fraser,Liam Neeson,Katherine Heigl,Stephen Lang,Maya Rudolph,Jeff Dunham,Gabriel Iglesias,Sarah Gadon,James Rankin,Scott Yaphe,Joe Pingue,Annick Obonsawin,Julie Lemieux,Rob Tinkler","English,Dutch","Canada,South Korea,USA",85 min,5.8,17567.0,"58 user,115 critic","Animation,Adventure,Comedy",,"An incorrigibly self-serving exiled squirrel finds himself helping his former park brethren raid a nut store to survive, that is also the front for a human gang's bank robbery."
2230,tt1615065,Savages,2012,6 July 2012 (USA),Oliver Stone,"Shane Salerno,Don Winslow","Aaron Taylor-Johnson,Taylor Kitsch,Blake Lively","Blake Lively,Taylor Kitsch,Aaron Taylor-Johnson,Jana Banker,Candra Docherty,Nana Ghana,Gary Stretch,Benicio Del Toro,Diego Cataño,Shea Whigham,Karishma Ahluwalia,Joaquín Cosio,John Travolta,Jonathan Carr,Demian Bichir",English,USA,131 min,6.5,99132.0,"267 user,330 critic","Crime,Drama,Thriller","Pacific Palisades, Los Angeles, California, USA",Pot growers Ben and Chon face off against the Mexican drug cartel who kidnapped their shared girlfriend.
2234,tt0478087,21,2008,28 March 2008 (USA),Robert Luketic,"Peter Steinfeld,Allan Loeb","Jim Sturgess,Kate Bosworth,Kevin Spacey","Jim Sturgess,Kevin Spacey,Kate Bosworth,Aaron Yoo,Liza Lapira,Jacob Pitts,Laurence Fishburne,Jack McGee,Josh Gad,Sam Golzari,Helen Carey,Jack Gilpin,Donna Lows,Butch Williams,Ben Campbell",English,USA,123 min,6.8,181664.0,"277 user,143 critic","Biography,Crime,Drama","Back Bay, Boston, Massachusetts, USA",'21' is the fact-based story about six MIT students who were trained to become experts in card counting and subsequently took Vegas casinos for millions in winnings.
2243,tt0315733,21 Grams,2003,16 January 2004 (USA),Alejandro González Iñárritu,Guillermo Arriaga,"Sean Penn,Benicio Del Toro,Naomi Watts","Sean Penn,Naomi Watts,Danny Huston,Carly Nahon,Claire Pakis,Benicio Del Toro,Nick Nichols,Charlotte Gainsbourg,John Rubinstein,Eddie Marsan,Loyd Keith Salter,Antef A. Harris,Melissa Leo,Marc Musso,Teresa Delgado",English,USA,124 min,7.7,177448.0,"554 user,190 critic","Crime,Drama,Thriller","Memphis, Tennessee, USA","A freak accident brings together a critically ill mathematician, a grieving mother, and a born-again ex-con."
2246,tt0307901,25th Hour,2002,10 January 2003 (USA),Spike Lee,"David Benioff,David Benioff","Edward Norton,Barry Pepper,Philip Seymour Hoffman","Edward Norton,Philip Seymour Hoffman,Barry Pepper,Rosario Dawson,Anna Paquin,Brian Cox,Tony Siragusa,Levan Uchaneyshvili,Tony Devon,Misha Kuznetsov,Isiah Whitlock Jr.,Michael Genet,Patrice O'Neal,Al Palagonia,Aaron Stanford",English,USA,135 min,7.7,143527.0,"454 user,199 critic","Crime,Drama","Austin, Texas, USA","Cornered by the DEA, convicted New York drug dealer Montgomery Brogan reevaluates his life in the 24 remaining hours before facing a seven-year jail term."
2255,tt0305206,American Splendor,2003,12 September 2003 (USA),"Shari Springer Berman,Robert Pulcini","Harvey Pekar,Joyce Brabner","Paul Giamatti,Shari Springer Berman,Harvey Pekar","Chris Ambrose,Joey Krajcar,Josh Hutcherson,Cameron Carter,Daniel Tay,Mary Faktor,Paul Giamatti,Harvey Pekar,Shari Springer Berman,Larry John Meyers,Vivienne Benesch,Barbara Brown,Earl Billings,Danny Hoch,James Urbaniak",English,USA,101 min,7.5,40482.0,"225 user,178 critic","Biography,Comedy,Drama","Cleveland, Ohio, USA",An original mix of fiction and reality illuminates the life of comic book hero everyman Harvey Pekar.
2259,tt0090863,The Color of Money,1986,17 October 1986 (USA),Martin Scorsese,"Walter Tevis,Richard Price","Paul Newman,Tom Cruise,Mary Elizabeth Mastrantonio","Paul Newman,Tom Cruise,Mary Elizabeth Mastrantonio,Helen Shaver,John Turturro,Bill Cobbs,Robert Agins,Alvin Anastasia,Randall Arney,Elizabeth Bracco,Vito D'Ambrosio,Ron Dean,Lisa Dodson,Donald A. Feeney,Paul Geier","English,Spanish",USA,119 min,7.0,54342.0,"112 user,54 critic","Drama,Sport","Atlantic City, New Jersey, USA","Fast Eddie Felson teaches a cocky but immensely talented protégé the ropes of pool hustling, which in turn inspires him to make an unlikely comeback."
2262,tt0099371,Days of Thunder,1990,27 June 1990 (USA),Tony Scott,"Robert Towne,Tom Cruise","Tom Cruise,Nicole Kidman,Robert Duvall","Tom Cruise,Nicole Kidman,Robert Duvall,Randy Quaid,Cary Elwes,Michael Rooker,Fred Dalton Thompson,John C. Reilly,J.C. Quinn,Don Simpson,Caroline Williams,Donna W. Scott,Chris Ellis,Peter Appel,Stephen Michael Ayers","English,French",USA,107 min,5.9,56513.0,"95 user,58 critic","Action,Drama,Sport","Bristol, Tennessee, USA",A young hot-shot stock car driver gets his chance to compete at the top level.
2289,tt1333667,The Doors: When You're Strange,2009,12 May 2010 (USA),Tom DiCillo,Tom DiCillo,"Johnny Depp,John Densmore,Robby Krieger","Johnny Depp,John Densmore,Robby Krieger,Ray Manzarek,Jim Morrison,The Doors,Jimi Hendrix,Jim Ladd",English,USA,86 min,7.7,6643.0,"33 user,107 critic","Documentary,Music",,"A look at the late '60s and early '70s rock band The Doors, including rare exclusive footage."
2366,tt2223990,Draft Day,2014,11 April 2014 (USA),Ivan Reitman,"Scott Rothman,Rajiv Joseph","Kevin Costner,Chadwick Boseman,Jennifer Garner","Chris Berman,Dave Donaldson,Patrick St. Esprit,Chi McBride,Mel Kiper,Jon Gruden,Kevin Costner,Deion Sanders,Mike Mayock,Jennifer Garner,Anthony Rizzo,Aaron Goldhammer,Chadwick Boseman,Jordan Harris,Zachary Littlejohn",English,USA,110 min,6.8,33993.0,"105 user,155 critic","Drama,Sport","Cleveland, Ohio, USA","At the NFL Draft, general manager Sonny Weaver has the opportunity to rebuild his team when he trades for the number one pick. He must decide what he's willing to sacrifice on a life-changing day for a few hundred young men with NFL dreams."
2374,tt0327850,The Rundown,2003,26 September 2003 (USA),Peter Berg,"R.J. Stewart,R.J. Stewart","Dwayne Johnson,Seann William Scott,Christopher Walken","Dwayne Johnson,Seann William Scott,Rosario Dawson,Christopher Walken,Ewen Bremner,Jon Gries,William Lucking,Ernie Reyes Jr.,Stuart F. Wilson,Dennis Keiffer,Garrett Warren,Toby Holguin,Paul S. Power,Stephen Bishop,Chuck Norman","English,Portuguese",USA,104 min,6.7,78172.0,"251 user,148 critic","Action,Adventure,Comedy","Kaua'i, Hawaii, USA",A tough aspiring chef is hired to bring home a mobster's son from the Amazon but becomes involved in the fight against an oppressive town operator and the search for a legendary treasure.
2386,tt0100157,Misery,1990,30 November 1990 (USA),Rob Reiner,"Stephen King,William Goldman","James Caan,Kathy Bates,Richard Farnsworth","James Caan,Kathy Bates,Richard Farnsworth,Frances Sternhagen,Lauren Bacall,Graham Jarvis,Jerry Potter,Thomas Brunelle,June Christopher,Julie Payne,Archie Hahn,Gregory Snegoff,Wendy Bowers,Misery the Pig",English,USA,107 min,7.8,123887.0,"304 user,123 critic",Thriller,"California, USA","Few days after being rescued and sheltered from a car crash caused by a blizzard by a nurse who claims to be his number one fan, a well-known author begins suspecting the mental health of his savior."
2455,tt0038462,Decoy,1946,14 September 1946 (USA),Jack Bernhard,"Nedrick Young,Stanley Rubin","Jean Gillie,Edward Norris,Robert Armstrong","Jean Gillie,Edward Norris,Robert Armstrong,Herbert Rudley,Sheldon Leonard,Marjorie Woodworth,Philip Van Zandt,Carole Donne,John Shay,Bert Roach,Rosemary Bertrand",English,USA,76 min,6.9,1001.0,"42 user,16 critic","Crime,Drama,Film-Noir",,"A mortally wounded female gangster recounts how she and her gang revived an executed killer from the gas chamber, to try and find out where he buried a fortune in cash."
2486,tt0350028,Raising Helen,2004,28 May 2004 (USA),Garry Marshall,"Patrick J. Clifton,Beth Rigazio","Kate Hudson,John Corbett,Joan Cusack","Kate Hudson,John Corbett,Joan Cusack,Hayden Panettiere,Spencer Breslin,Abigail Breslin,Helen Mirren,Sakina Jaffrey,Kevin Kilner,Felicity Huffman,Sean O'Bryan,Amber Valletta,Ethan Browne,Michael Esparza,Katie Carr",English,USA,119 min,6.0,29340.0,"106 user,92 critic","Comedy,Drama,Romance","Forest Hills, Queens, New York City, New York, USA","After her sister and brother-in-law die in a car accident, a young woman becomes the guardian of their three children."
2488,tt0866439,Made of Honor,2008,2 May 2008 (USA),Paul Weiland,"Adam Sztykiel,Deborah Kaplan","Patrick Dempsey,Michelle Monaghan,Kevin McKidd","Patrick Dempsey,Michelle Monaghan,Kevin McKidd,Kadeem Hardison,Chris Messina,Richmond Arquette,Busy Philipps,Whitney Cummings,Emily Nelson,Kathleen Quinlan,Selma Stern,Sydney Pollack,James Sikking,Kevin Sussman,Beau Garrett",English,"USA,UK",101 min,5.8,50707.0,"100 user,128 critic","Comedy,Romance","Berkhamsted, Hertfordshire, England, UK",A guy in love with an engaged woman tries to win her over after she asks him to be her maid of honor.
